settlement_date,participant_id,run_type,energy_amount_aud,fcas_amount_aud,interconnector_residue_aud,total_aud,settlement_status
2024-11-14,AGL_ENERGY,REVISED,-2142949.32,63340.8,6297.81,-2073310.71,FINAL
2025-03-13,ENGIE,FINAL,306364.96,53263.01,7667.17,367295.14,FINAL
2024-05-23,CS_ENERGY,FINAL,497389.03,215613.63,1004.41,714007.07,FINAL
2025-05-08,ERM_POWER,FINAL,-244318.79,45719.51,38558.39,-160040.89,FINAL
2024-07-11,STANWELL,FINAL,194718.79,81743.01,-1573.2,274888.6,FINAL
2024-10-24,ENGIE,REVISED,1027037.23,22882.93,22199.39,1072119.55,FINAL
2025-01-02,SNOWY_HYDRO,REVISED,-195776.06,7479.61,-2459.2,-190755.65,FINAL
2025-02-13,AGL_ENERGY,FINAL,468910.3,-29050.97,16376.57,456235.9,FINAL
2025-07-10,AGL_ENERGY,FINAL,1218249.54,8247.88,-9580.24,1216917.18,FINAL
2024-12-05,AGL_ENERGY,REVISED,2706846.72,44568.08,-5258.52,2746156.28,PENDING
2025-11-06,GLENCORE,PRELIMINARY,1664198.8,10537.68,-606.9,1674129.58,PENDING
2024-09-26,ACCIONA,FINAL,-1547399.99,29930.77,10824.68,-1506644.54,FINAL
2025-05-15,GLENCORE,FINAL,374933.44,8405.35,892.45,384231.24,FINAL
2024-06-06,ORIGIN,FINAL,2696334.66,28091.0,-12484.05,2711941.61,FINAL
2025-03-06,NEOEN,FINAL,317776.9,45504.02,-25540.09,337740.83,FINAL
2024-01-11,ACCIONA,FINAL,-395990.82,-7222.41,16166.04,-387047.19,FINAL
2025-02-06,ACCIONA,FINAL,1107499.95,6829.74,4957.42,1119287.11,FINAL
2025-02-20,GLENCORE,REVISED,688880.35,3758.97,-22118.96,670520.36,PENDING
2024-11-21,ENERGY_AUSTRALIA,REVISED,-621742.52,-15242.32,7654.17,-629330.67,DISPUTED
2024-11-28,AGL_ENERGY,FINAL,220748.17,10020.54,12307.11,243075.82,FINAL
2025-09-18,CS_ENERGY,REVISED,373142.25,17542.57,-29456.24,361228.58,FINAL
2025-02-20,SNOWY_HYDRO,PRELIMINARY,-520672.05,-12835.96,-17777.91,-551285.92,PENDING
2025-07-31,AGL_ENERGY,REVISED,2627720.09,-25856.6,5215.42,2607078.91,FINAL
2025-06-12,DELTA_ELECTRICITY,PRELIMINARY,33764.63,6906.67,15116.16,55787.46,PENDING
2025-01-02,ACCIONA,FINAL,5382833.33,-43471.9,-14343.59,5325017.84,FINAL
2024-10-03,GLENCORE,REVISED,544521.35,38037.31,-6060.3,576498.36,FINAL
2024-03-28,SNOWY_HYDRO,PRELIMINARY,-808300.33,-26234.75,32213.45,-802321.63,PENDING
2025-06-19,ERM_POWER,PRELIMINARY,3272337.17,37776.12,19093.85,3329207.14,PENDING
2024-03-28,ENERGY_AUSTRALIA,REVISED,334773.06,21909.25,-5780.22,350902.09,PENDING
2025-11-13,WIND_LAB_NS,FINAL,321445.27,20656.02,22198.24,364299.53,FINAL
2025-08-14,ACCIONA,FINAL,284582.77,89762.66,-6137.41,368208.02,FINAL
2024-12-19,ENGIE,REVISED,519709.61,64487.99,-29965.86,554231.74,FINAL
2024-08-22,STANWELL,REVISED,147442.68,14659.55,-22587.75,139514.48,FINAL
2025-09-11,SNOWY_HYDRO,FINAL,3177757.33,8308.75,-20954.71,3165111.37,FINAL
2025-05-08,AGL_ENERGY,FINAL,395474.15,4591.32,-4337.33,395728.14,FINAL
2025-03-20,SNOWY_HYDRO,FINAL,674707.86,30133.54,989.0,705830.4,FINAL
2025-02-27,AGL_ENERGY,FINAL,-3979963.53,16542.1,-35704.54,-3999125.97,FINAL
2024-03-28,SNOWY_HYDRO,FINAL,323125.03,-15991.74,-19545.89,287587.4,FINAL
2025-05-29,WIND_LAB_NS,FINAL,415712.52,8166.8,-803.07,423076.25,FINAL
2025-03-20,WIND_LAB_NS,FINAL,630770.35,18584.66,-3089.29,646265.72,FINAL
2025-10-16,WIND_LAB_NS,PRELIMINARY,-1849057.58,20020.17,14682.66,-1814354.75,PENDING
2025-06-19,GLENCORE,FINAL,-141755.36,37640.95,1902.53,-102211.88,FINAL
2025-05-01,AGL_ENERGY,FINAL,59835.27,-10137.14,12766.84,62464.97,FINAL
2025-10-09,ENERGY_AUSTRALIA,FINAL,524022.94,-17436.21,-11411.64,495175.09,FINAL
2025-08-07,ACCIONA,FINAL,-1466039.2,12270.34,335.73,-1453433.13,FINAL
2024-12-26,AGL_ENERGY,REVISED,1191090.43,9629.07,-2159.09,1198560.41,FINAL
2024-12-26,ACCIONA,FINAL,-1192089.77,-73428.99,12021.07,-1253497.69,DISPUTED
2024-05-02,STANWELL,REVISED,195417.75,4592.13,5564.82,205574.7,FINAL
2025-09-04,ORIGIN,FINAL,-517235.58,-3428.22,-1816.62,-522480.42,FINAL
2024-09-05,STANWELL,FINAL,290327.96,9220.24,-5754.52,293793.68,FINAL
2023-12-14,STANWELL,PRELIMINARY,423313.04,34497.8,20945.09,478755.93,PENDING
2025-05-22,ENGIE,FINAL,-109213.59,13201.53,18942.07,-77069.99,FINAL
2024-07-18,CS_ENERGY,PRELIMINARY,815687.08,-72888.8,7551.76,750350.04,PENDING
2024-02-15,ORIGIN,REVISED,173967.8,8033.81,27381.43,209383.04,DISPUTED
2025-06-19,HYDRO_TASMANIA,PRELIMINARY,984487.84,-7632.38,-32461.21,944394.25,PENDING
2025-06-12,WIND_LAB_NS,REVISED,1863572.37,12002.33,5857.82,1881432.52,FINAL
2024-12-12,ORIGIN,REVISED,-702731.24,50990.65,-5602.06,-657342.65,FINAL
2025-04-17,DELTA_ELECTRICITY,FINAL,-4910912.18,5583.38,5240.04,-4900088.76,FINAL
2024-03-21,SNOWY_HYDRO,FINAL,1309781.52,97493.45,11237.36,1418512.33,FINAL
2025-02-13,CS_ENERGY,REVISED,-1227623.17,41720.74,10957.8,-1174944.63,PENDING
2025-09-25,SNOWY_HYDRO,FINAL,458844.07,6044.14,-970.38,463917.83,FINAL
2025-11-13,AGL_ENERGY,PRELIMINARY,9376913.04,-12158.24,-6019.48,9358735.32,PENDING
2025-05-15,STANWELL,FINAL,-228379.13,-6230.8,-6130.94,-240740.87,FINAL
2024-09-26,ENGIE,FINAL,46743.53,-31338.16,-2279.15,13126.22,FINAL
2025-08-07,DELTA_ELECTRICITY,PRELIMINARY,136510.12,9817.58,2145.11,148472.81,PENDING
2025-02-13,NEOEN,FINAL,-508225.62,-7682.74,-36320.89,-552229.25,FINAL
2024-03-14,ENGIE,FINAL,1366035.51,8829.84,9540.01,1384405.36,FINAL
2025-06-26,CS_ENERGY,FINAL,-131986.46,-23020.35,15150.54,-139856.27,FINAL
2024-08-08,ORIGIN,REVISED,-401132.64,26549.73,16155.7,-358427.21,PENDING
2024-09-19,DELTA_ELECTRICITY,FINAL,738610.13,15078.59,-5590.0,748098.72,FINAL
2023-12-07,ERM_POWER,FINAL,163294.78,19346.28,-9929.02,172712.04,FINAL
2025-08-07,CS_ENERGY,REVISED,-506487.42,25896.58,-23861.3,-504452.14,FINAL
2025-04-10,STANWELL,FINAL,84919.46,17084.88,-13005.37,88998.97,FINAL
2025-05-15,ORIGIN,FINAL,5915091.7,15540.83,253.9,5930886.43,PENDING
2024-04-04,ENERGY_AUSTRALIA,PRELIMINARY,1079153.08,4925.26,-22393.88,1061684.46,PENDING
2025-04-03,ACCIONA,PRELIMINARY,-260828.17,18360.24,14093.59,-228374.34,PENDING
2024-02-08,SNOWY_HYDRO,FINAL,267808.38,23734.57,5906.43,297449.38,FINAL
2024-10-24,HYDRO_TASMANIA,FINAL,-138160.5,17543.73,-14303.5,-134920.27,FINAL
2024-05-16,HYDRO_TASMANIA,FINAL,1830454.33,14496.03,-3535.23,1841415.13,FINAL
2024-03-07,ENGIE,FINAL,-1008791.23,100649.1,8502.9,-899639.23,FINAL
2025-06-05,SNOWY_HYDRO,FINAL,-211869.53,133147.44,2378.22,-76343.87,FINAL
2024-11-28,GLENCORE,FINAL,-827727.31,42895.72,8154.38,-776677.21,FINAL
2025-06-12,ENGIE,REVISED,-1299562.23,3204.42,-5977.79,-1302335.6,FINAL
2024-05-02,NEOEN,REVISED,364688.08,5788.64,3072.68,373549.4,DISPUTED
2024-11-14,NEOEN,FINAL,629509.14,76641.27,-19818.1,686332.31,FINAL
2024-06-13,CS_ENERGY,REVISED,-923150.79,3786.88,-979.72,-920343.63,PENDING
2024-03-07,ENERGY_AUSTRALIA,FINAL,-1380049.17,16986.94,-18903.5,-1381965.73,FINAL
2025-03-13,AGL_ENERGY,PRELIMINARY,-1799183.32,39729.06,11299.98,-1748154.28,PENDING
2024-11-28,ACCIONA,REVISED,507953.18,13473.37,-9613.95,511812.6,FINAL
2023-11-30,ORIGIN,FINAL,328161.05,14307.56,-2595.58,339873.03,FINAL
2025-06-05,CS_ENERGY,REVISED,101288.58,20517.08,5424.38,127230.04,FINAL
2025-05-15,ENERGY_AUSTRALIA,REVISED,-273979.42,89556.44,4829.26,-179593.72,PENDING
2024-08-08,GLENCORE,REVISED,1383903.89,30369.25,4878.46,1419151.6,PENDING
2025-11-06,NEOEN,FINAL,806088.6,35878.96,22576.51,864544.07,FINAL
2025-09-18,ENERGY_AUSTRALIA,REVISED,896372.87,54389.58,7331.53,958093.98,FINAL
2025-06-12,NEOEN,FINAL,567075.56,43375.92,-6091.96,604359.52,FINAL
2024-04-04,DELTA_ELECTRICITY,REVISED,626577.43,2939.31,-972.16,628544.58,FINAL
2024-07-04,WIND_LAB_NS,PRELIMINARY,111670.69,8409.67,3495.48,123575.84,PENDING
2024-05-23,GLENCORE,FINAL,-1712299.58,59637.34,18007.79,-1634654.45,PENDING
2024-04-18,HYDRO_TASMANIA,FINAL,39893.66,-135986.91,-17207.55,-113300.8,FINAL
2025-10-16,CS_ENERGY,FINAL,-527992.98,22408.09,6895.93,-498688.96,FINAL
2024-11-07,ERM_POWER,PRELIMINARY,614800.99,-14734.15,-3611.2,596455.64,PENDING
2025-04-10,AGL_ENERGY,REVISED,-304110.45,-1041.23,13919.41,-291232.27,PENDING
2024-10-03,CS_ENERGY,REVISED,-1500449.84,27489.48,21374.16,-1451586.2,FINAL
2025-01-16,CS_ENERGY,FINAL,324800.11,4130.88,3600.0,332530.99,FINAL
2024-07-04,HYDRO_TASMANIA,FINAL,2782773.59,43035.48,-21230.7,2804578.37,FINAL
2024-08-22,SNOWY_HYDRO,PRELIMINARY,-224954.12,11085.39,-7350.05,-221218.78,PENDING
2024-08-01,AGL_ENERGY,FINAL,2224852.82,21600.37,9221.51,2255674.7,FINAL
2024-12-05,NEOEN,PRELIMINARY,461790.7,18025.32,1188.24,481004.26,PENDING
2025-02-06,AGL_ENERGY,PRELIMINARY,-209431.43,20679.75,-11505.53,-200257.21,PENDING
2024-06-20,ORIGIN,REVISED,4511128.39,4001.29,6041.2,4521170.88,PENDING
2024-01-11,CS_ENERGY,REVISED,3897972.39,47724.77,-27677.08,3918020.08,PENDING
2024-02-15,WIND_LAB_NS,PRELIMINARY,-47107.48,18152.18,11365.1,-17590.2,PENDING
2025-03-20,ERM_POWER,PRELIMINARY,133036.82,55654.02,-12315.3,176375.54,PENDING
2025-05-29,ACCIONA,REVISED,842161.43,79741.96,5547.16,927450.55,FINAL
2023-12-28,NEOEN,FINAL,1832830.32,9704.12,-7252.55,1835281.89,FINAL
2024-11-28,GLENCORE,FINAL,753123.4,5217.21,-22412.96,735927.65,FINAL
2024-07-04,ENERGY_AUSTRALIA,FINAL,538114.98,14446.51,7303.31,559864.8,FINAL
2024-04-25,SNOWY_HYDRO,PRELIMINARY,-86242.51,41743.55,-8654.56,-53153.52,PENDING
2024-09-05,DELTA_ELECTRICITY,FINAL,963499.82,15859.36,-11114.58,968244.6,FINAL
2024-03-14,ENERGY_AUSTRALIA,REVISED,53751.4,18946.17,-3375.89,69321.68,FINAL
2023-12-07,NEOEN,FINAL,247672.79,33682.43,-11079.91,270275.31,FINAL
2024-08-22,HYDRO_TASMANIA,FINAL,2945205.86,17089.61,-1726.11,2960569.36,DISPUTED
2024-11-07,NEOEN,FINAL,185717.55,-40557.02,11642.27,156802.8,FINAL
2024-03-14,CS_ENERGY,PRELIMINARY,-396948.27,-15596.06,-695.56,-413239.89,PENDING
2025-04-24,ENERGY_AUSTRALIA,REVISED,185224.22,15197.12,-12360.81,188060.53,FINAL
2025-06-19,AGL_ENERGY,PRELIMINARY,151343.42,25450.06,5001.93,181795.41,PENDING
2024-01-18,ORIGIN,FINAL,188208.92,38144.04,-6923.88,219429.08,FINAL
2025-04-10,ORIGIN,REVISED,520967.59,29835.94,-13158.38,537645.15,PENDING
2024-10-17,ORIGIN,FINAL,50547.89,100740.3,-12636.52,138651.67,FINAL
2024-11-14,DELTA_ELECTRICITY,REVISED,1234278.39,50034.96,5123.54,1289436.89,PENDING
2024-11-07,CS_ENERGY,FINAL,455727.1,22232.39,-10964.41,466995.08,FINAL
2023-11-16,ENERGY_AUSTRALIA,REVISED,106498.22,16810.88,14028.79,137337.89,PENDING
2024-04-18,HYDRO_TASMANIA,PRELIMINARY,-571320.07,107456.42,3019.49,-460844.16,PENDING
2024-06-20,NEOEN,FINAL,153450.9,38966.73,17615.7,210033.33,FINAL
2024-06-20,CS_ENERGY,FINAL,4192587.56,5502.62,-13415.48,4184674.7,FINAL
2025-01-09,GLENCORE,REVISED,1255372.5,20143.2,27418.75,1302934.45,FINAL
2024-04-18,NEOEN,FINAL,1442254.66,3774.69,7417.15,1453446.5,FINAL
2024-01-11,CS_ENERGY,FINAL,-484179.53,-13994.04,5938.01,-492235.56,FINAL
2024-06-20,GLENCORE,FINAL,358147.23,66699.41,4748.81,429595.45,FINAL
2024-02-15,CS_ENERGY,FINAL,-90657.82,-214182.8,-5739.01,-310579.63,FINAL
2025-04-17,HYDRO_TASMANIA,REVISED,253133.42,7541.98,11775.3,272450.7,FINAL
2024-07-11,WIND_LAB_NS,REVISED,-1607118.0,-38723.76,-1658.3,-1647500.06,FINAL
2025-03-27,ENGIE,FINAL,457340.73,120064.26,16232.93,593637.92,FINAL
2025-06-05,WIND_LAB_NS,FINAL,-641222.75,-16737.47,-17160.87,-675121.09,FINAL
2024-05-09,HYDRO_TASMANIA,FINAL,830270.66,-14801.53,5348.4,820817.53,FINAL
2024-09-12,ERM_POWER,PRELIMINARY,502924.07,28874.69,-10023.88,521774.88,PENDING
2024-05-09,HYDRO_TASMANIA,FINAL,-867591.41,30751.2,21616.82,-815223.39,FINAL
2025-06-26,CS_ENERGY,FINAL,949018.23,19851.68,-31070.24,937799.67,FINAL
2025-04-10,AGL_ENERGY,FINAL,183411.56,-10969.82,16692.04,189133.78,FINAL
2025-01-09,ENGIE,FINAL,2781710.32,48098.71,13868.14,2843677.17,FINAL
2024-09-26,GLENCORE,REVISED,-1137378.05,14356.48,11556.88,-1111464.69,PENDING
2025-10-16,ACCIONA,FINAL,753714.41,47671.65,5296.71,806682.77,FINAL
2023-11-30,ERM_POWER,FINAL,2070603.71,7406.4,9475.65,2087485.76,FINAL
2025-07-24,ENERGY_AUSTRALIA,FINAL,-87035.29,7287.84,3948.9,-75798.55,FINAL
2025-05-15,NEOEN,FINAL,-118734.0,3982.38,3555.2,-111196.42,FINAL
2024-03-14,NEOEN,FINAL,118938.93,37641.25,8536.32,165116.5,FINAL
2024-02-29,CS_ENERGY,REVISED,1619803.42,54522.18,4477.0,1678802.6,FINAL
2024-12-12,NEOEN,REVISED,197660.27,-26030.83,-6857.98,164771.46,FINAL
2025-06-05,ENERGY_AUSTRALIA,REVISED,-961041.78,9912.09,-9486.93,-960616.62,FINAL
2024-05-16,GLENCORE,REVISED,763733.92,-16380.94,-6062.11,741290.87,FINAL
2025-04-17,GLENCORE,FINAL,250794.69,12782.06,-11427.1,252149.65,PENDING
2024-10-31,GLENCORE,FINAL,589522.53,23101.88,-290.41,612334.0,DISPUTED
2024-02-22,ENERGY_AUSTRALIA,FINAL,-360752.98,8191.99,-7157.64,-359718.63,FINAL
2025-04-03,ERM_POWER,PRELIMINARY,1512565.66,5464.74,6047.05,1524077.45,PENDING
2024-11-14,DELTA_ELECTRICITY,FINAL,316626.25,29812.94,27456.73,373895.92,FINAL
2024-02-22,AGL_ENERGY,PRELIMINARY,218528.22,-11662.07,9677.88,216544.03,PENDING
2024-09-19,WIND_LAB_NS,FINAL,270718.25,104923.44,-28838.15,346803.54,FINAL
2024-06-20,ENGIE,FINAL,-1084971.5,65033.13,-19536.66,-1039475.03,FINAL
2024-01-25,SNOWY_HYDRO,REVISED,543169.07,17495.56,2624.27,563288.9,FINAL
2025-07-03,NEOEN,FINAL,767053.99,-8882.84,31092.37,789263.52,FINAL
2024-07-18,ACCIONA,FINAL,9612542.07,6671.62,26145.21,9645358.9,FINAL
2024-01-04,ORIGIN,FINAL,126511.87,-15328.37,-1765.13,109418.37,FINAL
2024-06-27,ACCIONA,PRELIMINARY,1265338.16,51486.6,-3314.5,1313510.26,PENDING
2025-04-17,DELTA_ELECTRICITY,FINAL,654779.61,18514.11,-11189.13,662104.59,FINAL
2023-12-28,GLENCORE,REVISED,-1518083.76,-5301.85,-5609.21,-1528994.82,FINAL
2023-12-14,ENERGY_AUSTRALIA,FINAL,-220257.0,5959.25,8360.25,-205937.5,FINAL
2024-02-29,NEOEN,FINAL,-968613.83,41198.23,-23052.75,-950468.35,FINAL
2025-05-08,AGL_ENERGY,REVISED,541788.87,-15696.25,21787.36,547879.98,FINAL
2025-09-11,STANWELL,REVISED,602708.47,-17720.42,-784.8,584203.25,DISPUTED
2024-05-16,STANWELL,REVISED,2743121.52,24123.79,330.02,2767575.33,FINAL
2025-07-03,ORIGIN,FINAL,-148509.58,128526.71,1014.56,-18968.31,FINAL
2025-03-13,NEOEN,PRELIMINARY,1304098.32,24240.77,7709.66,1336048.75,PENDING
2024-02-08,GLENCORE,FINAL,6172868.33,151052.95,14333.4,6338254.68,FINAL
2024-03-14,WIND_LAB_NS,FINAL,761760.2,2650.72,-3821.27,760589.65,FINAL
2025-11-13,AGL_ENERGY,FINAL,645834.16,29840.68,3319.3,678994.14,FINAL
2023-11-16,ENERGY_AUSTRALIA,FINAL,1999479.11,8891.07,-47836.82,1960533.36,FINAL
2024-02-29,ENERGY_AUSTRALIA,FINAL,1190973.29,36083.19,-15053.32,1212003.16,FINAL
2025-01-23,HYDRO_TASMANIA,PRELIMINARY,-464399.74,-3390.89,-10870.61,-478661.24,PENDING
2024-12-05,ERM_POWER,FINAL,134685.89,25131.33,-6801.47,153015.75,FINAL
2024-11-28,SNOWY_HYDRO,FINAL,480167.74,21116.05,-16367.34,484916.45,FINAL
2025-06-05,ERM_POWER,REVISED,-221722.49,131328.08,14618.74,-75775.67,PENDING
2025-04-10,CS_ENERGY,REVISED,171058.3,13040.99,-1184.46,182914.83,FINAL
2023-12-28,ORIGIN,FINAL,93986.5,82083.6,6813.3,182883.4,FINAL
2023-12-28,NEOEN,FINAL,99474.79,-15060.75,-1245.73,83168.31,FINAL
2024-11-14,ACCIONA,REVISED,699645.76,-17191.67,15684.52,698138.61,DISPUTED
2024-04-18,WIND_LAB_NS,FINAL,-6760591.01,40529.78,15104.58,-6704956.65,PENDING
2025-06-05,STANWELL,REVISED,-169592.89,94927.26,5984.97,-68680.66,FINAL
2025-01-02,ENGIE,FINAL,-322328.84,2191.61,-1431.27,-321568.5,FINAL
2024-09-26,NEOEN,REVISED,1172747.51,-19219.14,14490.17,1168018.54,DISPUTED
2023-12-07,STANWELL,PRELIMINARY,-340817.31,10254.44,10222.72,-320340.15,PENDING
2024-12-05,ERM_POWER,REVISED,127685.85,31223.24,-17783.46,141125.63,FINAL
2024-10-03,WIND_LAB_NS,FINAL,-2969844.92,-8948.19,-6461.84,-2985254.95,FINAL
2025-08-21,ORIGIN,FINAL,701525.99,-5229.28,-15948.02,680348.69,FINAL
2024-10-03,NEOEN,REVISED,1627927.73,43659.19,3289.9,1674876.82,FINAL
2025-06-26,AGL_ENERGY,PRELIMINARY,-497256.9,16011.53,-15185.26,-496430.63,PENDING
2024-02-22,GLENCORE,REVISED,-269293.07,16355.63,-2551.53,-255488.97,FINAL
2024-11-21,GLENCORE,REVISED,2704009.31,40723.49,2462.72,2747195.52,FINAL
2024-02-15,AGL_ENERGY,PRELIMINARY,3328027.92,71315.98,3391.04,3402734.94,PENDING
2024-11-14,ACCIONA,FINAL,339189.15,15114.58,13511.17,367814.9,FINAL
2025-03-06,ENERGY_AUSTRALIA,PRELIMINARY,746189.93,-34954.26,-31312.69,679922.98,PENDING
2025-02-06,HYDRO_TASMANIA,PRELIMINARY,2660191.5,-3537.55,-32938.25,2623715.7,PENDING
2024-03-14,SNOWY_HYDRO,PRELIMINARY,184050.95,-16220.74,6742.0,174572.21,PENDING
2025-03-27,ENERGY_AUSTRALIA,REVISED,267664.66,10274.64,-19163.29,258776.01,FINAL
2024-03-28,ACCIONA,REVISED,-414253.1,8315.47,-6146.1,-412083.73,PENDING
2024-07-11,ORIGIN,PRELIMINARY,-311326.13,45791.23,-314.72,-265849.62,PENDING
2024-12-19,ENGIE,FINAL,569862.89,58597.13,-3243.72,625216.3,FINAL
2024-06-20,STANWELL,FINAL,-251826.97,23034.01,1338.62,-227454.34,FINAL
2025-10-09,ERM_POWER,FINAL,251451.39,-47407.1,6743.86,210788.15,FINAL
2023-11-16,WIND_LAB_NS,FINAL,1248345.31,9060.03,-22943.24,1234462.1,FINAL
2025-03-27,AGL_ENERGY,FINAL,2900120.09,-15388.95,-3580.35,2881150.79,FINAL
2025-03-13,AGL_ENERGY,FINAL,209295.36,106904.9,9716.23,325916.49,FINAL
2024-07-25,GLENCORE,FINAL,1146282.52,59980.36,-3072.04,1203190.84,FINAL
2024-09-05,GLENCORE,FINAL,-5115443.37,5706.6,-12029.98,-5121766.75,FINAL
2024-07-04,CS_ENERGY,FINAL,263042.31,233832.06,-11573.48,485300.89,FINAL
2025-05-29,ENERGY_AUSTRALIA,FINAL,224940.92,-128404.52,13780.11,110316.51,FINAL
2024-05-30,WIND_LAB_NS,REVISED,-903809.05,4941.62,-10060.32,-908927.75,FINAL
2024-06-06,ERM_POWER,FINAL,-552059.82,-78287.65,10544.08,-619803.39,FINAL
2025-06-26,ENGIE,FINAL,-104425.69,44882.84,25693.82,-33849.03,FINAL
2024-06-13,GLENCORE,FINAL,1017291.15,3451.68,31422.0,1052164.83,FINAL
2024-09-05,ACCIONA,REVISED,1457057.38,22613.04,7058.66,1486729.08,FINAL
2025-04-24,ENGIE,REVISED,-4722688.96,5968.65,7496.43,-4709223.88,PENDING
2025-09-04,AGL_ENERGY,FINAL,347542.46,48974.78,7672.47,404189.71,FINAL
2023-12-28,HYDRO_TASMANIA,REVISED,-564942.1,6392.82,29922.25,-528627.03,PENDING
2024-01-11,HYDRO_TASMANIA,PRELIMINARY,113953.63,10234.71,19037.33,143225.67,PENDING
2024-06-13,SNOWY_HYDRO,FINAL,644959.27,78971.29,1956.47,725887.03,FINAL
2024-01-25,NEOEN,REVISED,1770859.64,38795.69,-18081.85,1791573.48,FINAL
2024-11-21,DELTA_ELECTRICITY,FINAL,138183.01,88039.45,31262.67,257485.13,FINAL
2024-05-30,DELTA_ELECTRICITY,PRELIMINARY,1116401.72,18922.83,13137.19,1148461.74,PENDING
2025-08-21,NEOEN,FINAL,660324.18,35580.12,-21179.36,674724.94,FINAL
2024-08-08,ERM_POWER,FINAL,841623.48,-57638.73,1409.78,785394.53,FINAL
2025-11-06,AGL_ENERGY,FINAL,669334.54,-7324.16,-2230.48,659779.9,FINAL
2024-06-27,ENERGY_AUSTRALIA,REVISED,688037.64,33846.54,15939.38,737823.56,FINAL
2024-12-26,HYDRO_TASMANIA,PRELIMINARY,1847420.52,8956.03,31404.31,1887780.86,PENDING
2024-09-12,SNOWY_HYDRO,FINAL,3094899.19,10675.3,-25386.6,3080187.89,FINAL
2024-09-12,STANWELL,FINAL,-209990.74,25010.29,-4375.7,-189356.15,FINAL
2025-01-30,ENGIE,FINAL,198765.73,47154.61,11505.79,257426.13,FINAL
2024-12-19,AGL_ENERGY,REVISED,-183496.25,-5521.39,-8104.07,-197121.71,FINAL
2025-05-22,WIND_LAB_NS,REVISED,1725601.91,7974.24,6708.72,1740284.87,PENDING
2024-05-30,GLENCORE,PRELIMINARY,1958516.82,-19348.26,-26294.13,1912874.43,PENDING
2025-02-27,NEOEN,REVISED,358515.0,-14360.88,-7532.34,336621.78,FINAL
2024-10-31,ENERGY_AUSTRALIA,FINAL,320886.69,14941.75,-7261.39,328567.05,FINAL
2024-02-08,ERM_POWER,REVISED,238551.65,-136912.17,-5097.88,96541.6,FINAL
2023-12-07,CS_ENERGY,PRELIMINARY,484177.63,-30682.15,-18448.62,435046.86,PENDING
2024-02-29,STANWELL,FINAL,4226130.11,12360.7,7788.49,4246279.3,FINAL
2024-05-16,ERM_POWER,FINAL,-3525984.03,9894.46,-17581.86,-3533671.43,FINAL
2024-03-07,GLENCORE,REVISED,946595.75,-14303.4,27250.41,959542.76,PENDING
2024-06-06,ENGIE,REVISED,4511935.15,183073.99,16907.03,4711916.17,PENDING
2024-03-28,AGL_ENERGY,FINAL,1749551.67,16607.71,4667.96,1770827.34,FINAL
2024-06-13,DELTA_ELECTRICITY,REVISED,819539.09,-47891.06,14506.4,786154.43,FINAL
2025-01-23,ORIGIN,FINAL,966270.36,84780.66,15085.53,1066136.55,FINAL
2025-04-17,DELTA_ELECTRICITY,REVISED,431171.12,-7413.35,-1270.53,422487.24,PENDING
2024-09-12,NEOEN,FINAL,2524790.85,33702.77,-15404.21,2543089.41,FINAL
2025-09-04,STANWELL,REVISED,1751289.65,102078.8,-18172.66,1835195.79,FINAL
2025-04-17,ENGIE,FINAL,285883.37,63707.02,-10446.46,339143.93,FINAL
2025-10-09,STANWELL,FINAL,-336752.8,-25206.79,-15614.05,-377573.64,FINAL
2024-01-25,NEOEN,FINAL,33412.3,6106.4,17908.21,57426.91,FINAL
2024-10-17,CS_ENERGY,FINAL,1179637.46,-8455.36,-15480.27,1155701.83,FINAL
2025-10-16,HYDRO_TASMANIA,PRELIMINARY,4009370.67,35157.09,1454.21,4045981.97,PENDING
2024-05-09,DELTA_ELECTRICITY,FINAL,-1358743.07,3278.61,-2240.17,-1357704.63,FINAL
2025-01-30,NEOEN,FINAL,-139385.0,28713.56,-11967.97,-122639.41,FINAL
2024-04-18,DELTA_ELECTRICITY,FINAL,-2500683.42,17535.82,-9580.9,-2492728.5,FINAL
2023-12-07,WIND_LAB_NS,FINAL,16928.61,2994.79,6655.65,26579.05,FINAL
2024-01-04,NEOEN,FINAL,-752391.35,15092.38,-12152.92,-749451.89,FINAL
2024-06-20,ORIGIN,FINAL,471259.5,15352.88,-25015.81,461596.57,FINAL
2025-05-29,GLENCORE,FINAL,237086.62,7524.52,-2449.14,242162.0,FINAL
2024-03-28,SNOWY_HYDRO,FINAL,100964.01,21236.84,-16454.38,105746.47,FINAL
2024-01-18,GLENCORE,PRELIMINARY,-600551.61,22137.16,-10623.98,-589038.43,PENDING
2025-06-12,ACCIONA,REVISED,1365376.27,15890.28,23547.54,1404814.09,PENDING
2024-07-25,GLENCORE,REVISED,403414.13,29278.93,-4837.79,427855.27,PENDING
2025-09-11,SNOWY_HYDRO,FINAL,566990.24,-7097.3,3500.34,563393.28,FINAL
2025-03-06,ENGIE,FINAL,543753.9,-11001.19,11161.77,543914.48,FINAL
2024-01-18,SNOWY_HYDRO,PRELIMINARY,270869.53,15896.89,16612.08,303378.5,PENDING
2024-10-17,ENGIE,REVISED,-1543280.68,5323.19,30917.95,-1507039.54,PENDING
2025-06-26,ACCIONA,REVISED,654903.99,8851.32,4128.62,667883.93,FINAL
