constraint_id,constraint_type,activated_datetime,deactivated_datetime,reason,rhs_value,region_affected,interconnector
V^GUNNQ_MUGG_E,stability,2025-03-23 12:53:00,2025-03-23 13:26:55,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1389.6,TAS1,False
F_I+LREG+ML_RREG_0600,stability,2024-12-23 19:36:06,2024-12-24 03:18:14,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1466.8,QLD1,False
V^HYTS_MLTS_N,thermal,2025-11-20 03:30:12,2025-11-20 05:20:47,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,162.1,NSW1,False
N_X_HYTS_GUN_1,thermal,2025-10-11 01:09:39,2025-10-11 05:49:39,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1112.2,QLD1,False
V^MLTS1-HYTS_E,stability,2025-04-21 02:08:54,2025-04-21 07:52:16,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1608.1,SA1,False
V^HYTS_MLTS_N,thermal,2024-12-01 02:15:03,2024-12-01 17:13:15,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,610.8,TAS1,False
Q_PQ_NIL_RADL_1,stability,2025-05-31 14:14:46,2025-06-01 09:34:27,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,62.2,NSW1,False
S^NIL_PEAK_1530_3,voltage,2025-11-15 10:12:47,2025-11-15 11:31:42,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1642.7,VIC1,False
NSW_VIC_LOCAT_1,voltage,2025-07-10 09:08:58,2025-07-10 11:50:27,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,853.8,NSW1,False
S_RADIAL_SA_1,thermal,2024-12-01 15:23:21,2024-12-01 20:31:54,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1428.9,TAS1,True
V^MLTS1-HYTS_E,voltage,2025-04-20 07:35:59,2025-04-20 09:57:09,Radial supply security constraint — South Australia import capacity limit reached.,1193.7,VIC1,False
V^GUNNQ_MUGG_E,thermal,2025-08-08 15:57:41,2025-08-08 20:09:52,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,609.0,VIC1,False
F_I+LREG+ML_RREG_0600,voltage,2024-12-02 08:34:08,2024-12-03 10:30:02,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,171.8,VIC1,False
N_X_HYTS_GUN_1,thermal,2025-06-23 11:36:09,2025-06-23 18:29:11,Frequency control constraint — insufficient inertia from synchronous generation online.,977.1,VIC1,False
F_MAIN+ML_MR_0600,thermal,2024-12-22 02:26:05,2024-12-22 04:55:43,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1345.7,TAS1,False
N_X_HYTS_GUN_1,stability,2025-06-06 06:12:12,2025-06-06 07:10:49,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1137.8,TAS1,False
N^^Q_NIL_1,stability,2025-08-25 16:00:43,2025-08-26 05:34:30,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,978.5,QLD1,False
NSW_VIC_LOCAT_1,thermal,2025-03-17 05:57:15,2025-03-17 12:20:03,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,801.5,SA1,False
N_X_HYTS_GUN_1,voltage,2025-10-09 04:06:37,2025-10-09 06:19:29,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1154.1,VIC1,False
V^GUNNQ_MUGG_E,stability,2025-04-07 14:10:09,2025-04-07 17:26:02,Overload protection — Moorabool substation transformer loading above summer rating.,1565.2,NSW1,False
V^MLTS1-HYTS_E,stability,2025-04-04 03:42:42,2025-04-04 04:30:08,Frequency control constraint — insufficient inertia from synchronous generation online.,276.5,SA1,False
Q_PQ_NIL_RADL_1,stability,2025-01-02 07:06:19,2025-01-02 14:38:33,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,271.3,VIC1,False
Q_PQ_NIL_RADL_1,thermal,2024-11-27 15:12:55,2024-11-27 15:25:51,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1080.1,NSW1,True
V_XEMPT_MAIN+ML,voltage,2024-12-30 13:57:07,2024-12-30 14:43:40,Basslink thermal constraint — sustained high power flow activating wet-end protection.,877.6,NSW1,False
V^HYTS_MLTS_N,voltage,2025-03-22 05:09:23,2025-03-22 06:58:40,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1568.9,VIC1,False
Q_PQ_NIL_RADL_1,stability,2025-10-03 06:50:55,2025-10-03 07:49:20,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,59.8,SA1,False
V^HYTS_MLTS_N,voltage,2025-04-09 07:19:03,2025-04-09 09:52:10,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1792.9,QLD1,False
S^NIL_PEAK_1530_3,thermal,2025-10-09 17:23:23,2025-10-10 01:04:16,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,806.4,SA1,False
S^NIL_PEAK_1530_3,stability,2025-05-30 23:07:12,2025-05-31 04:16:44,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1699.3,SA1,False
F_I+LREG+ML_RREG_0600,stability,2025-05-09 13:57:29,2025-05-09 16:30:08,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,1357.1,NSW1,False
S_RADIAL_SA_1,thermal,2025-11-01 18:40:45,2025-11-01 19:43:35,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1770.1,NSW1,True
V^MLTS1-HYTS_E,voltage,2025-08-17 17:27:42,2025-08-18 05:17:27,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,416.3,VIC1,False
V_XEMPT_MAIN+ML,stability,2025-06-11 19:28:39,2025-06-12 13:02:14,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,816.7,NSW1,False
N_X_HYTS_GUN_1,stability,2025-08-12 21:17:20,2025-08-13 00:07:09,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1406.7,QLD1,False
NSW_VIC_LOCAT_1,thermal,2025-03-01 03:37:04,2025-03-01 10:35:01,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,368.1,SA1,True
Q_PQ_NIL_RADL_1,stability,2024-11-23 15:59:54,2024-11-23 19:32:06,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1542.9,VIC1,False
NSW_VIC_LOCAT_1,voltage,2025-04-05 01:26:48,2025-04-12 01:26:48,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,159.5,NSW1,False
F_I+LREG+ML_RREG_0600,voltage,2025-05-29 12:49:00,2025-05-29 23:14:53,Basslink thermal constraint — sustained high power flow activating wet-end protection.,581.9,QLD1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-10-16 01:50:08,2025-10-16 09:00:17,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1207.4,VIC1,False
N_X_HYTS_GUN_1,voltage,2025-03-12 12:05:52,2025-03-12 23:45:28,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1216.1,VIC1,False
V^HYTS_MLTS_N,thermal,2025-10-28 01:38:21,2025-10-28 06:59:02,Basslink thermal constraint — sustained high power flow activating wet-end protection.,133.6,VIC1,False
Q_PQ_NIL_RADL_1,thermal,2025-05-08 16:19:21,2025-05-09 09:17:42,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,667.5,QLD1,False
V^MLTS1-HYTS_E,voltage,2025-06-12 01:23:31,2025-06-12 05:45:17,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1207.4,NSW1,False
F_MAIN+ML_MR_0600,stability,2025-03-01 07:42:20,2025-03-01 09:58:46,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,719.1,QLD1,False
F_I+LREG+ML_RREG_0600,thermal,2025-01-21 23:23:06,2025-01-22 01:18:59,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1482.5,TAS1,True
V^MLTS1-HYTS_E,thermal,2025-03-31 19:47:38,2025-03-31 23:28:01,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,1280.3,NSW1,True
V^HYTS_MLTS_N,stability,2024-12-08 15:14:21,2024-12-09 03:15:54,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1237.4,NSW1,False
NSW_VIC_LOCAT_1,voltage,2025-09-25 11:31:37,2025-09-25 20:27:36,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1599.1,QLD1,False
F_I+LREG+ML_RREG_0600,thermal,2025-04-10 23:12:34,2025-04-11 03:32:49,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,226.9,VIC1,False
N_X_HYTS_GUN_1,thermal,2024-11-22 16:55:13,2024-11-22 21:47:51,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,1597.2,TAS1,True
N_X_HYTS_GUN_1,stability,2025-02-09 03:43:28,2025-02-09 04:44:07,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,1355.5,NSW1,False
V_XEMPT_MAIN+ML,stability,2025-07-06 07:59:58,2025-07-06 09:53:44,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1248.4,NSW1,False
S^NIL_PEAK_1530_3,thermal,2025-05-17 10:51:04,2025-05-17 12:28:25,Overload protection — Moorabool substation transformer loading above summer rating.,344.2,SA1,False
V^GUNNQ_MUGG_E,stability,2025-04-07 18:29:04,2025-04-07 21:18:54,Overload protection — Moorabool substation transformer loading above summer rating.,568.7,TAS1,False
S_RADIAL_SA_1,stability,2025-10-21 05:04:48,2025-10-21 13:07:12,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,601.6,VIC1,False
F_MAIN+ML_MR_0600,voltage,2025-03-13 23:43:12,2025-03-14 04:40:46,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,387.1,QLD1,False
S_RADIAL_SA_1,thermal,2025-09-29 17:58:43,2025-09-30 06:09:50,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,1544.0,SA1,True
Q^^Q_NIL_PEAK_1530,thermal,2025-08-27 19:01:07,2025-08-28 12:23:18,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,93.1,VIC1,False
Q_PQ_NIL_RADL_1,stability,2025-10-29 03:25:43,2025-10-29 08:37:52,Overload protection — Moorabool substation transformer loading above summer rating.,1488.1,VIC1,False
V^GUNNQ_MUGG_E,thermal,2025-04-22 17:39:29,2025-04-22 18:35:09,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,1532.9,QLD1,False
N_X_HYTS_GUN_1,voltage,2025-11-13 14:41:16,2025-11-14 05:18:10,Voltage stability margin insufficient following contingency N-1 on Heywood interconnector.,468.7,VIC1,False
S_RADIAL_SA_1,voltage,2025-03-15 22:57:44,2025-03-16 02:59:04,Bushfire proximity pre-emptive constraint — high fire danger index in Snowy transmission corridor.,893.0,TAS1,False
N_X_HYTS_GUN_1,thermal,2025-08-09 19:04:13,2025-08-09 19:42:48,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,1072.1,QLD1,True
N_X_HYTS_GUN_1,voltage,2025-02-10 06:30:08,2025-02-10 13:22:56,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1080.3,SA1,False
NSW_VIC_LOCAT_1,voltage,2024-12-21 23:26:24,2024-12-22 13:21:26,Overload protection — Moorabool substation transformer loading above summer rating.,1649.1,SA1,False
S_RADIAL_SA_1,voltage,2025-01-10 03:50:17,2025-01-10 08:10:38,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1019.3,QLD1,False
Q_PQ_NIL_RADL_1,voltage,2025-10-09 19:49:25,2025-10-09 20:02:57,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1099.1,VIC1,False
N^^Q_NIL_1,thermal,2025-08-15 04:13:13,2025-08-15 05:21:10,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,636.1,VIC1,False
F_MAIN+ML_MR_0600,thermal,2025-02-05 09:42:35,2025-02-05 10:23:03,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1620.9,TAS1,False
S_RADIAL_SA_1,stability,2025-01-22 12:19:27,2025-01-22 15:30:30,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,1538.7,SA1,False
Q_PQ_NIL_RADL_1,voltage,2025-10-28 21:06:10,2025-10-29 02:01:11,Overload protection — Moorabool substation transformer loading above summer rating.,187.1,VIC1,False
F_I+LREG+ML_RREG_0600,voltage,2025-02-22 18:05:53,2025-02-22 19:10:50,Contingency overload constraint on VIC to NSW interconnector following loss of Tumut 3.,355.6,NSW1,False
Q_PQ_NIL_RADL_1,voltage,2025-03-17 07:48:27,2025-03-17 16:06:20,Constraint activated following trip of New England 330kV double circuit — low probability high impact contingency active.,874.9,QLD1,False
V^MLTS1-HYTS_E,thermal,2025-01-07 04:01:03,2025-01-08 16:07:23,Post-fault voltage recovery limit — Hazelwood to Melbourne corridor following unit trip.,1225.9,VIC1,True
V^HYTS_MLTS_N,thermal,2025-06-10 02:37:18,2025-06-10 03:16:14,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1002.8,SA1,False
N_X_HYTS_GUN_1,thermal,2025-02-13 19:41:28,2025-02-13 20:45:50,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,668.4,SA1,True
NSW_VIC_LOCAT_1,thermal,2025-02-08 01:36:28,2025-02-08 06:35:52,Basslink thermal constraint — sustained high power flow activating wet-end protection.,556.9,SA1,False
V^GUNNQ_MUGG_E,stability,2025-06-06 04:28:26,2025-06-06 12:57:27,Frequency control constraint — insufficient inertia from synchronous generation online.,1591.5,TAS1,False
Q_PQ_NIL_RADL_1,voltage,2025-05-16 10:58:46,2025-05-16 19:01:26,Maintenance outage on Tumut 3 transformer reducing available NEM north-south transfer capability.,388.0,TAS1,False
F_I+LREG+ML_RREG_0600,voltage,2024-11-23 13:54:16,2024-11-23 14:59:58,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,450.4,QLD1,False
N^^Q_NIL_1,stability,2025-04-21 05:03:12,2025-04-23 03:37:55,Inverter-based resource stability constraint — high IBR penetration threshold reached in SA island mode.,197.5,VIC1,False
Q^^Q_NIL_PEAK_1530,stability,2025-11-03 12:35:35,2025-11-03 13:05:33,Load shedding avoidance constraint — demand management activated in SA following gas curtailment.,1118.1,TAS1,False
NSW_VIC_LOCAT_1,stability,2025-06-11 07:12:39,2025-06-11 09:03:35,Radial supply security constraint — South Australia import capacity limit reached.,501.7,NSW1,False
V_XEMPT_MAIN+ML,thermal,2025-04-19 00:50:10,2025-04-19 02:49:44,Thermal overload risk on 330kV transmission corridor following forced outage of parallel circuit.,816.5,NSW1,False
V^MLTS1-HYTS_E,thermal,2025-04-23 08:56:55,2025-04-23 19:04:39,Transient stability limit for loss of Loy Yang A unit following high renewable penetration.,976.8,QLD1,False
Q^^Q_NIL_PEAK_1530,voltage,2025-01-11 18:22:39,2025-01-11 19:20:37,Frequency control constraint — insufficient inertia from synchronous generation online.,816.4,VIC1,False
N^^Q_NIL_1,voltage,2025-04-19 03:58:25,2025-04-19 13:42:46,Dynamic stability limit triggered by loss of synchronism risk for Northern Queensland generation.,124.5,NSW1,False
F_MAIN+ML_MR_0600,voltage,2025-02-21 03:08:09,2025-02-21 18:41:16,Basslink frequency constraint — Tasmania operating in islanded mode following communication fault.,1403.4,TAS1,False
S_RADIAL_SA_1,voltage,2025-07-28 19:59:35,2025-07-28 23:27:03,Commissioning restriction on Snowy 2.0 underground cable section — progressive energisation sequence.,1639.6,VIC1,False
V^GUNNQ_MUGG_E,thermal,2025-07-11 17:06:50,2025-07-11 20:50:15,Basslink thermal constraint — sustained high power flow activating wet-end protection.,1182.6,TAS1,False
F_I+LREG+ML_RREG_0600,thermal,2025-08-27 17:07:25,2025-08-27 18:14:54,Radial supply security constraint — South Australia import capacity limit reached.,321.3,SA1,False
V^HYTS_MLTS_N,stability,2025-08-13 02:11:18,2025-08-14 02:50:02,Basslink thermal constraint — sustained high power flow activating wet-end protection.,381.0,SA1,False
V^HYTS_MLTS_N,stability,2025-02-19 22:04:19,2025-02-19 22:33:05,Vegetation growth reducing conductor-to-ground clearance below National Electricity Rules minimum.,1004.8,SA1,False
NSW_VIC_LOCAT_1,thermal,2025-01-26 17:45:45,2025-01-27 03:04:54,Frequency control constraint — insufficient inertia from synchronous generation online.,584.7,NSW1,True
S_RADIAL_SA_1,thermal,2025-08-27 04:47:30,2025-08-27 13:37:53,Frequency control constraint — insufficient inertia from synchronous generation online.,468.5,NSW1,True
