work_order_id,asset_id,work_type,priority,status,created_date,completed_date,technician_id,crew_size,description,findings,materials_used,cost_aud,contractor
WO-FFECDB2B,369e4a17-e8f9-40db-a9f5-3d2175999a9f,replacement,P3,completed,2022-10-30,2022-12-15,TECH7165,1,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,22748.03,True
WO-50778C28,dbf9e9dc-63b4-4c12-b393-7b0a375a7dc4,repair,P3,completed,2023-07-18,2023-07-31,TECH9412,4,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.",No materials consumed — inspection and condition assessment only.,11306.09,False
WO-BA1BF6D3,8df27224-0438-4c0d-8eae-5f58ce99bb0c,emergency,P2,completed,2024-03-01,2024-03-08,TECH3211,2,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.","Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",44776.24,False
WO-6944223A,1b07fd98-964a-4268-afea-88744502fd7e,replacement,P4,completed,2024-08-11,2024-08-31,TECH4449,3,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.","Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.","Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",42837.98,False
WO-2478E4CC,72dd616a-16ec-473a-8e2c-9d2d4d7e7b3e,emergency,P1,completed,2025-01-10,2025-01-11,TECH6665,3,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,"Conductor — ACSR Lark 150mm², 200m; 6 x strain insulators; compression fittings.",169066.15,False
WO-3A1B2BA0,615a2314-5584-44ad-b11f-67a654192e48,emergency,P1,completed,2024-11-04,2024-11-05,TECH6724,3,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,64300.4,False
WO-69792B65,5e6bb0d4-d098-4ea4-b653-54ff0904d5c3,inspection,P2,completed,2022-08-23,2022-08-26,TECH6273,1,"Inspect and service on-load tap changer (OLTC) — check drive mechanism, contacts, and oil compartment.",Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,No materials consumed — inspection and condition assessment only.,674.38,True
WO-C2C3D13A,dbf9e9dc-63b4-4c12-b393-7b0a375a7dc4,inspection,P3,completed,2022-03-03,2022-04-25,TECH5110,2,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,1154.43,False
WO-AF1F7F25,236bdf7c-34f6-48c9-8b48-80030ac24dc6,repair,P4,completed,2023-06-01,2023-07-07,TECH6648,2,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,"Meter reading discrepancy noted — field check confirms meter operating correctly, likely data comms issue at head-end.","Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",4207.35,False
WO-B195BD6F,989609ef-d111-49ec-a1ef-91a3b2d3e571,repair,P4,completed,2022-06-23,2022-09-29,TECH9379,2,Replace deteriorated conductor on 300 m span — conductor grade reduced from AAAC to below acceptable limit.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,SCADA RTU backup battery — 12V 7Ah sealed lead-acid (4 off).,11655.96,False
WO-9AD2A887,9bfb1ff1-ccb5-4c73-9d7d-2652faa78f18,inspection,P3,completed,2022-01-29,2022-03-11,TECH8053,4,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,2876.51,True
WO-C41A42AA,b9615977-49b2-4248-a773-050b8893c99e,inspection,P4,completed,2022-12-12,2023-01-16,TECH8845,4,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Two intermediate cross-arms showing advanced weathering. Replacement required within 6 months to maintain clearance.,No materials consumed — inspection and condition assessment only.,2739.57,False
WO-A930BE19,c8da120a-2c43-4cda-96ee-8a73c664688b,repair,P4,in_progress,2022-01-27,,TECH2807,2,"Ground-level visual inspection of pole line — check for storm damage, vegetation encroachment, and structural defects.",Minor bird nesting detected in cable management duct — removed and deterrent installed.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",9681.06,True
WO-76FD9E77,d6fe8284-b588-4052-8bc1-1067aac0bfee,repair,P3,completed,2024-11-17,2024-11-24,TECH5911,4,"Switchgear maintenance: lubrication of mechanism, contact resistance measurement, SF6 pressure check.",Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,Protection relay — Schneider MiCOM P14D; CT secondary test plugs.,9575.84,True
WO-3B8231C7,5ca88f6c-487a-4ed8-b16b-93ea3b6a0eea,emergency,P1,cancelled,2023-07-28,,TECH2951,1,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,,"Cable joint kit — heat-shrink straight joint, 11kV XLPE (2 off); joint compound.",50759.77,False
WO-46880018,8baeef3a-0375-4e32-b55e-cddde7ebebc5,emergency,P2,completed,2023-07-13,2023-07-14,TECH4923,4,Clean and test protection relay — calibrate overcurrent and earth-fault trip thresholds per current settings file.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,Spacers — oval-profile 11kV bundled conductor spacer (40 off); installation tool.,48275.63,False
WO-38CB40C9,c66c6aaf-c7bc-465c-97d1-6eea566ee62b,inspection,P3,completed,2023-07-31,2023-09-09,TECH7016,4,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,6512.29,True
WO-C888ACA2,1cff50ff-9894-4b28-b01b-1ed0610a3982,repair,P3,completed,2023-01-27,2023-03-09,TECH9317,3,Cable joint excavation and re-termination at 66kV underground circuit following water ingress identification.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",13419.63,True
WO-0A64F08B,f0c53ec6-7c4d-4501-850d-4a8a0dff7168,repair,P4,completed,2023-05-23,2023-07-23,TECH6950,2,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",Corrosion found on earth rod connection — cleaned and re-terminated. Measured resistance: 7.2 Ω (within 10 Ω limit).,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",7711.44,False
WO-95396E5F,44c6e099-9c8d-4257-ba15-7cb3d46696da,inspection,P2,completed,2022-09-14,2022-09-16,TECH4820,5,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Structure footing exposed by erosion — restore with compacted fill and inspect after next rainfall event.,No materials consumed — inspection and condition assessment only.,5231.78,False
WO-F6A1972F,f25d5507-9e38-41d8-b6ff-37cbea050060,replacement,P1,completed,2024-02-22,2024-02-24,TECH4014,2,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,Minor bird nesting detected in cable management duct — removed and deterrent installed.,"Transformer oil — IEC 60296 mineral, 800 L; degassing and reconditioning reagents.",31342.21,True
WO-60A999F1,f20ee69e-3569-46b2-922f-712fd01d0db6,replacement,P3,completed,2025-10-23,2025-10-31,TECH1987,3,Install overhead line spacers on bundled conductor to prevent clashing in high-wind conditions.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,"Battery cells — 2V, 200Ah valve-regulated lead-acid (12 off); terminal grease.",78390.65,True
WO-81AC48F0,0c7fb0a8-7aa2-4ba0-bc66-1be23a7a587a,repair,P4,completed,2023-03-16,2023-07-05,TECH3604,3,Annual thermographic inspection of 11kV ring main unit — all connections within acceptable temperature limits.,Vegetation clearance adequate for current conditions. Note: summer growth may reduce clearance by October.,No materials consumed — inspection and condition assessment only.,15269.43,False
WO-52D1BEDF,8bc38b50-ad42-41af-aeaf-d5406967b06a,inspection,P3,completed,2025-08-21,2025-09-27,TECH9688,4,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,4255.68,True
WO-6D5E90D0,45410359-2376-44bc-afe1-6dd4f915550f,inspection,P3,completed,2025-06-15,2025-07-05,TECH8908,1,Install wildlife protection devices on exposed live conductors at bird-strike-prone section of 11kV overhead line.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,1212.76,False
WO-3A1A9521,4f1c8cbe-2f60-443f-8647-57aca5e7b846,inspection,P3,completed,2022-04-06,2022-05-20,TECH8164,1,Upgrade pole-top hardware to meet updated network clearance standards — install insulated cross-arms.,Oil sample shows elevated dissolved hydrogen: 85 ppm. Repeat DGA in 3 months; schedule investigation if trend continues.,No materials consumed — inspection and condition assessment only.,746.12,False
WO-EAB365CB,989609ef-d111-49ec-a1ef-91a3b2d3e571,emergency,P1,completed,2024-05-03,2024-05-03,TECH8666,2,Battery string replacement in protection DC system — individual cell voltage and internal resistance within specification.,Hot spot identified at phase B terminal — thermal image attached. Torque and re-test prior to closing out work order.,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,73542.06,False
WO-94D71CDB,01a25e6d-7728-4f56-b6fb-0ca421baa2de,repair,P4,completed,2023-07-26,2023-11-08,TECH4459,3,Inspection and torque-check of all bolted connections on 132kV bus section following conductor galloping incident.,No defects found. Asset in good condition. Recommend next scheduled inspection in 12 months.,Fuse links — 100A HRC (12 off); fuse carriers; insulating gloves.,16607.55,False
WO-056DB403,f51d3a79-2b83-4410-9a6c-4fe05d1e9a58,inspection,P3,completed,2023-10-22,2023-10-31,TECH6539,2,Replace all primary fuse links on overhead distribution feeder following end-of-life assessment.,Three fuse links approaching end of service life — replacement scheduled within 30 days.,No materials consumed — inspection and condition assessment only.,2728.06,True
WO-950E9C49,745e25a2-97c5-4d7c-965f-20a4c24cdfb0,repair,P4,open,2025-04-18,,TECH8455,1,"Emergency repair to storm-damaged pole — excavate, set, and back-fill new Class 3 hardwood pole.",,Wildlife protection — silicon rubber insulating covers (24 off); P-clips.,3885.2,False
WO-DCC0A86B,8334f016-219c-4d84-ae13-a0e1de0cd811,replacement,P2,completed,2022-02-10,2022-02-14,TECH1062,1,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Cable sheath integrity verified — no evidence of moisture ingress. Joint resealed with approved compound.,SF6 gas — grade 2.8 industrial (5 kg); refill adapter; leak detector.,31082.71,False
WO-47186E3E,9bfb1ff1-ccb5-4c73-9d7d-2652faa78f18,inspection,P2,completed,2023-07-31,2023-08-07,TECH9164,1,"Substation security audit — CCTV operational, perimeter fencing integrity, lock audit.",Minor bird nesting detected in cable management duct — removed and deterrent installed.,No materials consumed — inspection and condition assessment only.,587.21,False
WO-5C1680D1,ed2895ab-5dce-47fa-b750-4be6912b0906,inspection,P3,completed,2024-07-04,2024-07-27,TECH7189,5,Commission new protection scheme for ring feed arrangement — loop automation configuration and testing.,Insulation resistance below threshold — recommend replacement before next scheduled maintenance cycle.,No materials consumed — inspection and condition assessment only.,1792.26,False
WO-1F7B5D06,e2dad83b-82d7-46a0-a013-7fbcfe350e74,inspection,P3,completed,2025-09-02,2025-09-19,TECH9111,3,SCADA RTU battery replacement — UPS autonomy test passed post-replacement.,Protection relay trip time confirmed within tolerance. Settings match approved coordination study.,No materials consumed — inspection and condition assessment only.,1390.33,False
