report_id,report_type,reporting_period,region,jurisdiction,submission_date,submitted_by,status,report_content,compliance_status
RPT-3AC9E3E1,AER_performance,FY2526,VIC,VIC,2025-08-31,C.Williamson@regulation.com.au,submitted,"AER Annual Performance Report — FY2526. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $96.7M (approved allowance: $89.8M). Operating expenditure: $126.7M (approved allowance: $116.3M). Network reliability: SAIDI 76.07 min (target 113.3 min), SAIFI 0.6555 (target 1.7349). Customer complaints: 1973 (prior year: 170). Demand-side participation programme enrolled 6,417 customers, reducing peak demand by 62.2 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-A001D101,SAIFI_annual,FY2425,QLD,QLD,2025-02-21,L.Anderson@corp.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 1.2359 interruptions per customer. Regulatory target: 107.3000 interruptions per customer. Status: within. Total customer-interruptions recorded: 114,495. Frequency performance improvement of 3.7% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-8DC69672,ESC_compliance,Q2-2023,VIC,VIC,2025-03-19,A.Vasquez@network.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q2-2023. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 862. Complaints resolved within 10 business days: 92%. Unplanned interruptions — guaranteed service levels met: 94%. GSL payments made: 49 totalling $25,741. Wrongful disconnection events: 10. Hardship programme enrolments: 3,153. Planned interruption notice compliance: 94% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-5EA76CFC,ESC_compliance,Q3-2023,VIC,VIC,2024-04-14,A.Vasquez@network.com.au,accepted,"Energy and Water Ombudsman / ESC Compliance Report — Q3-2023. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 796. Complaints resolved within 10 business days: 89%. Unplanned interruptions — guaranteed service levels met: 99%. GSL payments made: 132 totalling $10,240. Wrongful disconnection events: 10. Hardship programme enrolments: 2,406. Planned interruption notice compliance: 93% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-01F64DE3,AEMO_market,Q3-2024,SA,AEMO,2026-01-24,R.Krishnamurthy@network.com.au,submitted,"AEMO Market Operations Report — Q3-2024. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 2508.6 GWh. Demand response activations: 19 events, total volume 228.2 MWh. Frequency performance: 96.7% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 3. Causer pays liability for period: $200,369. Market systems availability: 99.32%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-BB201175,SAIFI_annual,FY2425,VIC,VIC,2024-06-13,S.Mehta@regulation.com.au,submitted,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 0.6084 interruptions per customer. Regulatory target: 106.9000 interruptions per customer. Status: exceeding. Total customer-interruptions recorded: 199,000. Frequency performance improvement of 6.9% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-38806F1D,AER_performance,FY2324,NSW,NSW,2024-01-18,C.Williamson@regulation.com.au,accepted,"AER Annual Performance Report — FY2324. Submitted pursuant to the National Electricity Rules clause 7.3.1 and Distribution Determination obligations. Capital expenditure for the period: $81.5M (approved allowance: $78.4M). Operating expenditure: $137.8M (approved allowance: $135.4M). Network reliability: SAIDI 47.43 min (target 119.8 min), SAIFI 0.4254 (target 1.5094). Customer complaints: 1001 (prior year: 413). Demand-side participation programme enrolled 1,779 customers, reducing peak demand by 26.3 MW. Pricing methodology compliant with approved tariff structure statement.",compliant
RPT-5E205C4A,ESC_compliance,Q3-2025,VIC,VIC,2025-12-07,C.Williamson@regulation.com.au,submitted,"Energy and Water Ombudsman / ESC Compliance Report — Q3-2025. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 480. Complaints resolved within 10 business days: 97%. Unplanned interruptions — guaranteed service levels met: 94%. GSL payments made: 158 totalling $428. Wrongful disconnection events: 6. Hardship programme enrolments: 2,353. Planned interruption notice compliance: 92% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-BEDB503C,SAIFI_annual,FY2425,NSW,NSW,2025-05-06,J.Thornton@network.com.au,draft,"Annual SAIFI Performance Summary — Financial Year FY2425. System Average Interruption Frequency Index: 0.8999 interruptions per customer. Regulatory target: 117.0000 interruptions per customer. Status: within. Total customer-interruptions recorded: 189,603. Frequency performance improvement of 8.0% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
RPT-2D984DA5,AEMO_market,Q1-2024,WA,AEMO,2025-02-06,F.Nakamura@corp.com.au,submitted,"AEMO Market Operations Report — Q1-2024. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 1055.0 GWh. Demand response activations: 19 events, total volume 117.3 MWh. Frequency performance: 95.9% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 6. Causer pays liability for period: $60,189. Market systems availability: 99.47%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-7FD9C7EB,AEMO_market,Q3-2023,VIC,AEMO,2024-09-18,J.Thornton@network.com.au,accepted,"AEMO Market Operations Report — Q3-2023. Submitted in accordance with NER clause 3.7.4 and AEMO Participant Guidelines. Total metered energy injected to NEM: 1153.1 GWh. Demand response activations: 5 events, total volume 78.0 MWh. Frequency performance: 95.8% of settlement intervals within ±0.15 Hz. Dispatch non-compliance events: 7. Causer pays liability for period: $217,026. Market systems availability: 99.43%. Data quality validation completed; no material errors or omissions identified. All metering data submitted within statutory timeframes.",compliant
RPT-50BC9C83,SAIDI_monthly,2023-06,QLD,QLD,2024-11-20,F.Nakamura@corp.com.au,accepted,"Monthly SAIDI Performance Report — 2023-06. Total System Average Interruption Duration Index for the reporting period: 112.84 minutes. Target threshold per Distribution Licence Condition 7.3: 89.8 minutes. Performance is exceeding target. Major contributing event categories: equipment failure (45%), weather-related (32%), vegetation (23%). Three significant outage events contributed 60% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-QLD and F83-QLD. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",non_compliant
RPT-D61612E8,ESC_compliance,Q2-2022,VIC,VIC,2025-06-20,D.O'Brien@regulation.com.au,submitted,"Energy and Water Ombudsman / ESC Compliance Report — Q2-2022. Submitted pursuant to Electricity Distribution Code s4.2 and Electricity Industry Act 2000 (Vic). Customer complaints received: 472. Complaints resolved within 10 business days: 96%. Unplanned interruptions — guaranteed service levels met: 95%. GSL payments made: 138 totalling $35,484. Wrongful disconnection events: 0. Hardship programme enrolments: 847. Planned interruption notice compliance: 93% (minimum 4 business days' notice). Privacy compliance: no reportable data breaches under the Privacy Act 1988 during the period. Report certified by Chief Regulatory Officer and submitted via ESC Online portal.",compliant
RPT-1CB46618,SAIDI_monthly,2022-01,VIC,VIC,2023-07-28,C.Williamson@regulation.com.au,accepted,"Monthly SAIDI Performance Report — 2022-01. Total System Average Interruption Duration Index for the reporting period: 84.24 minutes. Target threshold per Distribution Licence Condition 7.3: 96.3 minutes. Performance is within target. Major contributing event categories: equipment failure (43%), weather-related (28%), vegetation (29%). Three significant outage events contributed 41% of total SAIDI. Corrective action plans active for reliability hotspot feeders F47-VIC and F83-VIC. Next reporting period data to be submitted by the 15th of the following month in accordance with AER reporting guidelines.",compliant
RPT-95F0E037,SAIFI_annual,FY2324,QLD,QLD,2023-07-04,R.Krishnamurthy@network.com.au,accepted,"Annual SAIFI Performance Summary — Financial Year FY2324. System Average Interruption Frequency Index: 1.3372 interruptions per customer. Regulatory target: 90.8000 interruptions per customer. Status: exceeding. Total customer-interruptions recorded: 135,371. Frequency performance improvement of 4.6% achieved compared to prior year through targeted pole-line vegetation management programme and overhead line automation upgrades. Detailed event-level data appended as Schedule 1 per AER Electricity Distribution Network Service Providers Reporting Guidelines. Report prepared by Network Regulation team and certified by General Manager Network Services.",compliant
